#afm_flds.table_name,field_name,ml_heading,afm_type,allow_null,comments,data_type,decimals,dep_cols,dflt_val,edit_group,edit_mask,enum_list,is_atxt,max_val,min_val,afm_module,num_format,primary_key,ref_table,review_group,afm_size,sl_heading,string_format,is_tc_traceable,field_grouping,attributes,validate_data
#331 records written,,,,,,,,,,,,,,,,,,,,,,,,,,,
rrdayrresplus,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,1,,,10,,25,0,,,1
rrdayrresplus,reservation_name,"Reservation
Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,64,,5,0,,,1
rrdayrresplus,resource_id,"Resource
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrdayrresplus,resource_name,"Resource
Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,5,0,,,1
rrdayrresplus,resource_std,"Resource
Standard","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrdayrresplus,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrdayrresplus,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrdayrresplus,status,"Status of
Resource Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrdayrresplus,time_end,"Time
End","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrdayrresplus,time_start,"Time
Start","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrdayrresplus,tr_id,"Trade
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrdayrresplus,user_requested_for,"Requested
For","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,35,,5,0,,,1
rrdayrresplus,vn_id,"Vendor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrmoncostdp,config_id,"Configuration
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,cost,Cost,"2,070",1,Reservations-v16.3,2,2,,,,,,0,,,20,0,0,,,10,,10,0,,,1
rrmoncostdp,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmoncostdp,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,dv_dp_id,"Division
Code - Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrmoncostdp,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrmoncostdp,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmoncostdp,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,1,,,10,,25,0,,,1
rrmoncostdp,resource_id,"Resource
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrmoncostdp,rm_arrange_type_id,"Room
Arrangement Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmoncostdp,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrmoncostdp,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,1,,,8,,10,0,,,1
rrmonnumrres,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonnumrres,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrmonnumrres,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmonnumrres,resource_id,"Resource
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrmonnumrres,resource_std,"Resource
Standard","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonnumrres,status,"Status of
Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonnumrres,time_end,"Time
End","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonnumrres,time_start,"Time
Start","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonreq,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,1,,,8,,10,0,,,1
rrmonreq,config_id,"Configuration
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonreq,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,2,,,4,,10,0,,,1
rrmonreq,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmonreq,rm_arrange_type_id,"Room
Arrangement Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,3,,,8,,10,0,,,1
rrmonreq,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonreq,status,"Status of
Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonreq,usertype,User Type,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,64,,10,0,,,1
rrmonresrej,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,1,,,8,,10,0,,,1
rrmonresrej,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonresrej,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonresrej,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonresrej,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonresrej,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrmonresrej,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmonresrej,resource_id,"Resource
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrmonresrej,resource_std,"Resource
Standard","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonresrej,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonresrej,status,"Status of
Resource Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonrmcap,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,1,,,8,,10,0,,,1
rrmonrmcap,capacity_use,Capacity Use,"2,070",1,Reservations-v16.3,2,0,,,,,,0,,,20,0,0,,,10,,10,0,,,1
rrmonrmcap,config_id,"Configuration
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonrmcap,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrmonrmcap,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmonrmcap,rm_arrange_type_id,"Room
Arrangement Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrmonrmcap,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonrmcap,status,"Status of
Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonrmcap,time_end,"Time
End","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonrmcap,time_start,"Time
Start","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonthresquant,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrmonthresquant,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonthresquant,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonthresquant,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,7,,5,0,,,1
rrmonthresquant,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,0,,,10,,25,0,,,1
rrmonthresquant,resource_id,"Resource
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrmonthresquant,resource_name,"Resource
Std. Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,5,0,,,1
rrmonthresquant,resource_std,"Resource
Standard","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonthresquant,rsres_id,"Resource Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,0,1,,,10,,25,0,,,1
rrmonthresquant,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonthresquant,status,"Status of
Resource Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonthresquant,time_end,"Time
End","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonthresquant,time_start,"Time
Start","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonthresquant,total_quantity,Total quantity,"2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,0,0,,,10,,25,0,,,1
rrmonusearr,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,1,,,8,,10,0,,,1
rrmonusearr,config_id,"Configuration
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrmonusearr,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,2,,,4,,10,0,,,1
rrmonusearr,monthtxt,Month,"2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,20,,5,0,,,1
rrmonusearr,rm_arrange_type_id,"Room
Arrangement Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,3,,,8,,10,0,,,1
rrmonusearr,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrmonusearr,status,"Status of
Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrmonusearr,time_end,"Time
End","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrmonusearr,time_start,"Time
Start","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,8,,5,0,,,1
rrressheet,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrressheet,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,1,,,10,,25,0,,,1
rrressheetplus,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrressheetplus,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrressheetplus,date_start,"Date
Start","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,10,,5,0,,,1
rrressheetplus,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrressheetplus,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrressheetplus,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrressheetplus,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,1,,,10,,25,0,,,1
rrressheetplus,reservation_name,"Reservation
Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,64,,5,0,,,1
rrressheetplus,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrressheetplus,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrressheetplus,status,"Status of
Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed;Room Conflict;Room Conflict,0,,,20,0,0,,,16,,5,0,,,1
rrressheetplus,user_requested_by,"Requested
By","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,35,,5,0,,,1
rrressheetplus,user_requested_for,"Requested
For","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,35,,5,0,,,1
rrwrrestr,bl_id,"Building
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrwrrestr,config_id,"Configuration
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,ctry_id,"Country
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,date_assigned,"Date to
Perform","2,070",1,Reservations-v16.3,9,0,,,,,,0,,,20,0,0,,,0,,5,0,,,1
rrwrrestr,description,"Work
Description","2,070",1,Reservations-v16.3,12,0,,,,,,0,,,20,0,0,,,5000,,40,0,,,1
rrwrrestr,dp_id,"Department
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,dv_id,"Division
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,fl_id,"Floor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,4,,10,0,,,1
rrwrrestr,name,"Building
Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,25,,5,0,,,1
rrwrrestr,phone,"Requestor's
Phone #","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,24,,10,0,,,1
rrwrrestr,prob_type,"Problem
Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,10,0,,,1
rrwrrestr,quantity,Quantity or Guests #,"2,070",1,Reservations-v16.3,5,0,,,,,,0,,,20,0,0,,,3,,25,0,,,1
rrwrrestr,requestor,"Requested
by","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,35,,10,0,,,1
rrwrrestr,res_id,"Reservation
Code","2,070",1,Reservations-v16.3,4,0,,,,,,0,,,20,2,1,,,10,,25,0,,,1
rrwrrestr,resource_name,"Resource
Name","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,32,,5,0,,,1
rrwrrestr,rm_arrange_type_id,"Room
Arrangement Type","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,rm_id,"Room
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,8,,10,0,,,1
rrwrrestr,site_id,"Site
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,status,"Status of
Resource Reservation","2,070",1,Reservations-v16.3,1,0,,,,,Awaiting App.;Awaiting Approval;Rejected;Rejected;Cancelled;Cancelled;Confirmed;Confirmed;Closed;Closed,0,,,20,0,0,,,16,,5,0,,,1
rrwrrestr,time_assigned,"Time
to Perform","2,070",1,Reservations-v16.3,10,0,,,,,,0,,,20,0,0,,,0,,5,0,,,1
rrwrrestr,total_guest,Total Guests,"2,070",1,Reservations-v16.3,5,0,,,,,,0,,,20,0,0,,,3,,5,0,,,1
rrwrrestr,tr_id,"Trade
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
rrwrrestr,vn_id,"Vendor
Code","2,070",1,Reservations-v16.3,1,0,,,,,,0,,,20,0,0,,,16,,10,0,,,1
